Età	Stato civile	Tipo di indicatore demografico	Territorio	Seleziona periodo	Sesso	0	Flags
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"maschi"	241594	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"femmine"	252143	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"femmine"	252581	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"femmine"	254471	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"femmine"	253957	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"femmine"	252733	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"femmine"	251473	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2012"	"totale"	492302	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2013"	"totale"	493229	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2014"	"totale"	497678	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2015"	"totale"	496971	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2016"	"totale"	495026	
"totale"	"totale"	"popolazione al 1º gennaio"	"Frosinone"	"2017"	"totale"	493067	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"maschi"	6779896	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"maschi"	6786609	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"maschi"	6885890	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"maschi"	6880826	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"maschi"	6869446	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"maschi"	6856385	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"femmine"	7190141	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"femmine"	7194224	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"femmine"	7281929	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"femmine"	7268980	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"femmine"	7241325	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"femmine"	7214776	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2012"	"totale"	13970037	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2013"	"totale"	13980833	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2014"	"totale"	14167819	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2015"	"totale"	14149806	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2016"	"totale"	14110771	
"totale"	"totale"	"popolazione al 1º gennaio"	"Sud"	"2017"	"totale"	14071161	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2012"	"maschi"	633941	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2013"	"maschi"	637389	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2014"	"maschi"	648710	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2015"	"maschi"	647812	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2016"	"maschi"	645452	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2017"	"maschi"	643698	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2012"	"femmine"	672475	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2013"	"femmine"	675118	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2014"	"femmine"	685229	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2015"	"femmine"	683762	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2016"	"femmine"	681061	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2017"	"femmine"	678549	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2012"	"totale"	1306416	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2013"	"totale"	1312507	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2014"	"totale"	1333939	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2015"	"totale"	1331574	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2016"	"totale"	1326513	
"totale"	"totale"	"popolazione al 1º gennaio"	"Abruzzo"	"2017"	"totale"	1322247	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2012"	"maschi"	145191	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2013"	"maschi"	146885	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2014"	"maschi"	150518	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2015"	"maschi"	149807	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2016"	"maschi"	149122	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2017"	"maschi"	148695	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2012"	"femmine"	152896	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2013"	"femmine"	153889	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2014"	"femmine"	156183	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2015"	"femmine"	155077	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2016"	"femmine"	154117	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2017"	"femmine"	153215	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2012"	"totale"	298087	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2013"	"totale"	300774	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2014"	"totale"	306701	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2015"	"totale"	304884	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2016"	"totale"	303239	
"totale"	"totale"	"popolazione al 1º gennaio"	"L'Aquila"	"2017"	"totale"	301910	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2012"	"maschi"	149350	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2013"	"maschi"	149651	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2014"	"maschi"	151800	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2015"	"maschi"	151926	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2016"	"maschi"	151539	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2017"	"maschi"	151378	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2012"	"femmine"	156827	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2013"	"femmine"	157304	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2014"	"femmine"	159303	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2015"	"femmine"	159242	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2016"	"femmine"	158800	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2017"	"femmine"	158481	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2012"	"totale"	306177	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2013"	"totale"	306955	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2014"	"totale"	311103	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2015"	"totale"	311168	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2016"	"totale"	310339	
"totale"	"totale"	"popolazione al 1º gennaio"	"Teramo"	"2017"	"totale"	309859	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2012"	"maschi"	151007	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2013"	"maschi"	151711	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2014"	"maschi"	155014	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2015"	"maschi"	155239	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2016"	"maschi"	154813	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2017"	"maschi"	154431	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2012"	"femmine"	163384	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2013"	"femmine"	164014	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2014"	"femmine"	167387	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2015"	"femmine"	167520	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2016"	"femmine"	167160	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2017"	"femmine"	166878	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2012"	"totale"	314391	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2013"	"totale"	315725	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2014"	"totale"	322401	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2015"	"totale"	322759	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2016"	"totale"	321973	
"totale"	"totale"	"popolazione al 1º gennaio"	"Pescara"	"2017"	"totale"	321309	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2012"	"maschi"	188393	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2013"	"maschi"	189142	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2014"	"maschi"	191378	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2015"	"maschi"	190840	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2016"	"maschi"	189978	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2017"	"maschi"	189194	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2012"	"femmine"	199368	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2013"	"femmine"	199911	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2014"	"femmine"	202356	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2015"	"femmine"	201923	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2016"	"femmine"	200984	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2017"	"femmine"	199975	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2012"	"totale"	387761	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2013"	"totale"	389053	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2014"	"totale"	393734	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2015"	"totale"	392763	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2016"	"totale"	390962	
"totale"	"totale"	"popolazione al 1º gennaio"	"Chieti"	"2017"	"totale"	389169	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2012"	"maschi"	152547	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2013"	"maschi"	152865	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2014"	"maschi"	153763	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2015"	"maschi"	153259	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2016"	"maschi"	153149	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2017"	"maschi"	152777	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2012"	"femmine"	160598	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2013"	"femmine"	160476	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2014"	"femmine"	160962	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2015"	"femmine"	160089	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2016"	"femmine"	158878	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2017"	"femmine"	157672	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2012"	"totale"	313145	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2013"	"totale"	313341	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2014"	"totale"	314725	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2015"	"totale"	313348	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2016"	"totale"	312027	
"totale"	"totale"	"popolazione al 1º gennaio"	"Molise"	"2017"	"totale"	310449	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2012"	"maschi"	42482	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2013"	"maschi"	42696	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2014"	"maschi"	42840	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2015"	"maschi"	42719	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2016"	"maschi"	42630	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2017"	"maschi"	42447	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2012"	"femmine"	44507	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2013"	"femmine"	44428	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2014"	"femmine"	44403	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2015"	"femmine"	44109	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2016"	"femmine"	43775	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2017"	"femmine"	43358	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2012"	"totale"	86989	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2013"	"totale"	87124	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2014"	"totale"	87243	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2015"	"totale"	86828	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2016"	"totale"	86405	
"totale"	"totale"	"popolazione al 1º gennaio"	"Isernia"	"2017"	"totale"	85805	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2012"	"maschi"	110065	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2013"	"maschi"	110169	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2014"	"maschi"	110923	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2015"	"maschi"	110540	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2016"	"maschi"	110519	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2017"	"maschi"	110330	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2012"	"femmine"	116091	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2013"	"femmine"	116048	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2014"	"femmine"	116559	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2015"	"femmine"	115980	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2016"	"femmine"	115103	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2017"	"femmine"	114314	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2012"	"totale"	226156	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2013"	"totale"	226217	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2014"	"totale"	227482	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2015"	"totale"	226520	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2016"	"totale"	225622	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campobasso"	"2017"	"totale"	224644	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2012"	"maschi"	2794720	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2013"	"maschi"	2796949	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2014"	"maschi"	2850178	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2015"	"maschi"	2848043	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2016"	"maschi"	2846720	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2017"	"maschi"	2843239	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2012"	"femmine"	2969704	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2013"	"femmine"	2972801	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2014"	"femmine"	3019787	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2015"	"femmine"	3013486	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2016"	"femmine"	3004130	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2017"	"femmine"	2995845	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2012"	"totale"	5764424	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2013"	"totale"	5769750	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2014"	"totale"	5869965	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2015"	"totale"	5861529	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2016"	"totale"	5850850	
"totale"	"totale"	"popolazione al 1º gennaio"	"Campania"	"2017"	"totale"	5839084	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2012"	"maschi"	441168	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2013"	"maschi"	442917	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2014"	"maschi"	450303	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2015"	"maschi"	451449	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2016"	"maschi"	451706	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2017"	"maschi"	451983	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2012"	"femmine"	464020	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2013"	"femmine"	465867	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2014"	"femmine"	472810	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2015"	"femmine"	473165	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2016"	"femmine"	472708	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2017"	"femmine"	472183	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2012"	"totale"	905188	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2013"	"totale"	908784	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2014"	"totale"	923113	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2015"	"totale"	924614	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2016"	"totale"	924414	
"totale"	"totale"	"popolazione al 1º gennaio"	"Caserta"	"2017"	"totale"	924166	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2012"	"maschi"	138149	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2013"	"maschi"	137753	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2014"	"maschi"	137943	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2015"	"maschi"	137301	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2016"	"maschi"	136790	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2017"	"maschi"	136736	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2012"	"femmine"	146411	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2013"	"femmine"	145898	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2014"	"femmine"	145820	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2015"	"femmine"	145020	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2016"	"femmine"	143917	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2017"	"femmine"	142939	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2012"	"totale"	284560	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2013"	"totale"	283651	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2014"	"totale"	283763	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2015"	"totale"	282321	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2016"	"totale"	280707	
"totale"	"totale"	"popolazione al 1º gennaio"	"Benevento"	"2017"	"totale"	279675	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2012"	"maschi"	1474382	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2013"	"maschi"	1474892	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2014"	"maschi"	1513381	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2015"	"maschi"	1509740	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2016"	"maschi"	1509779	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2017"	"maschi"	1506979	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2012"	"femmine"	1578865	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2013"	"femmine"	1580447	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2014"	"femmine"	1614009	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2015"	"femmine"	1608409	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2016"	"femmine"	1604119	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2017"	"femmine"	1600027	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2012"	"totale"	3053247	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2013"	"totale"	3055339	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2014"	"totale"	3127390	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2015"	"totale"	3118149	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2016"	"totale"	3113898	
"totale"	"totale"	"popolazione al 1º gennaio"	"Napoli"	"2017"	"totale"	3107006	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2012"	"maschi"	209382	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2013"	"maschi"	209156	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2014"	"maschi"	210043	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2015"	"maschi"	209010	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2016"	"maschi"	208124	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2017"	"maschi"	207660	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2012"	"femmine"	219473	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2013"	"femmine"	219367	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2014"	"femmine"	220171	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2015"	"femmine"	218926	
"totale"	"totale"	"popolazione al 1º gennaio"	"Avellino"	"2016"	"femmine"	217201	
